facet,temperature_K,pressure_Pa,k_m3_s,impact_probability,density_m3,hazard_s
110,976.605,133.32236842105263,2.281656529384076e-20,0.0015347944871566786,9.887825513921143e+21,225.60621645248634
110,982.45375,133.32236842105263,2.3740275044426832e-20,0.001591788622125635,9.828961247308546e+21,233.3422434121175
110,988.3025,133.32236842105263,2.4691955046364885e-20,0.0016503008628206699,9.77079369527342e+21,241.25999869099672
110,994.15125,133.32236842105263,2.5672145340282065e-20,0.0017103540669839935,9.713310561167588e+21,249.36152046159106
110,1000.0,133.32236842105263,2.668138941932092e-20,0.0017719710953176485,9.656499836022958e+21,257.64883255253716
111,298.15,133.32236842105263,9.037956697814905e-30,1.158712397155757e-12,3.2388059151510847e+22,2.927218761376228e-07
111,303.99875,133.32236842105263,1.4538985868871144e-29,1.8445207291599655e-12,3.1764932704568556e+22,4.618299077173651e-07
111,309.84749999999997,133.32236842105263,2.2993113626301726e-29,2.8872079449937408e-12,3.1165330803130443e+22,7.165879923576595e-07
111,315.69624999999996,133.32236842105263,3.5782053602605495e-29,4.4479507529669105e-12,3.0587945963954146e+22,1.0944995220758076e-06
111,321.54499999999996,133.32236842105263,5.484176311040249e-29,6.749957749076973e-12,3.0031565833780526e+22,1.6469840192906488e-06
111,327.39374999999995,133.32236842105263,8.284848085481515e-29,1.0098264423747385e-11,2.9495064692050356e+22,2.443621302450868e-06
111,333.24249999999995,133.32236842105263,1.2345502869878308e-28,1.490453304152127e-11,2.897739584843758e+22,3.577405236084859e-06
111,339.09124999999995,133.32236842105263,1.8158754933358324e-28,2.1717773990353544e-11,2.8477584827160715e+22,5.171174839703348e-06
111,344.94,133.32236842105263,2.638141406785864e-28,3.126199902726143e-11,2.7994723244688812e+22,7.385403856332427e-06
111,350.78875,133.32236842105263,3.787981650480025e-28,4.4481908104823184e-11,2.752796329991472e+22,1.0427541985516451e-05
111,356.6375,133.32236842105263,5.3785033749816535e-28,6.2597798316417e-11,2.707651280648546e+22,1.4563111551241601e-05
111,362.48625,133.32236842105263,7.555950131528088e-28,8.71709641465983e-11,2.6639630706055632e+22,2.0128772113728074e-05
111,368.335,133.32236842105263,1.0507673769701544e-27,1.2018093093598728e-10,2.621662300900799e+22,2.7547572192190722e-05
111,374.18375,133.32236842105263,1.447159470572007e-27,1.6411592667092204e-10,2.5806839115870106e+22,3.7346611632059545e-05
111,380.03249999999997,133.32236842105263,1.9747341490314067e-27,2.220780494528376e-10,2.540966847841424e+22,5.0177340059891505e-05
111,385.88124999999997,133.32236842105263,2.6709271264216967e-27,2.979046280509209e-10,2.502453756440086e+22,6.6838716206917e-05
111,391.72999999999996,133.32236842105263,3.582158224270424e-27,3.9630729977278746e-10,2.4650907094230615e+22,8.830344958332434e-05
111,397.57874999999996,133.32236842105263,4.765573765295577e-27,5.230303427162068e-10,2.428826952150476e+22,0.00011574754003611125
111,403.4275,133.32236842105263,6.291042741341231e-27,6.850297977499777e-10,2.393614673274122e+22,0.00015058332215869027
111,409.27625,133.32236842105263,8.243429916878252e-27,8.906748990220059e-10,2.359408794432357e+22,0.0001944962104216934
111,415.125,133.32236842105263,1.0725169397753982e-26,1.1499733003597575e-09,2.3261667777230854e+22,0.00024948532738507627
111,420.97375,133.32236842105263,1.385916239148899e-26,1.4748215388000956e-09,2.2938484492258626e+22,0.00031790818159286417
111,426.8225,133.32236842105263,1.7792022905262092e-26,1.879282116070322e-09,2.262415837033652e+22,0.0004025295439373044
111,432.67125,133.32236842105263,2.2697694968226512e-26,2.379888504751207e-09,2.231833022421286e+22,0.0005065746516293339
111,438.52,133.32236842105263,2.878146462581529e-26,2.9959792988779146e-09,2.2020660029241445e+22,0.0006337868476687173
111,444.36875,133.32236842105263,3.628438943740459e-26,3.750062629826468e-09,2.173082566229727e+22,0.0007884897411271397
111,450.2175,133.32236842105263,4.548816751945912e-26,4.668211858574598e-09,2.144852173898829e+22,0.0009756539499078599
111,456.06624999999997,133.32236842105263,5.672046732043097e-26,5.780493436006565e-09,2.1173458540339172e+22,0.0012009684631978082
111,461.91499999999996,133.32236842105263,7.036073829937395e-26,7.121427695124898e-09,2.0905361021016765e+22,0.0014709166358536938
111,467.76374999999996,133.32236842105263,8.68465215171718e-26,8.730483204165034e-09,2.0643967891960333e+22,0.001792856801728937
111,473.61249999999995,133.32236842105263,1.0668027784856398e-25,1.0652605169046871e-08,2.0389030770984635e+22,0.0021751074677115612
111,479.46124999999995,133.32236842105263,1.304367500969342e-25,1.293877822870887e-08,2.0140313395551692e+22,0.002627037025249512
111,485.30999999999995,133.32236842105263,1.58770873755225e-25,1.5646623839023453e-08,1.989759089246659e+22,0.0031591578916209274
111,491.15874999999994,133.32236842105263,1.924262495190623e-25,1.8841032291518806e-08,1.9660649099752286e+22,0.003783224969375661
111,497.00749999999994,133.32236842105263,2.3224418893640264e-25,2.259482926332325e-08,1.9429283936405306e+22,0.004512338289425526
111,502.85624999999993,133.32236842105263,2.7917334278620547e-25,2.698947664583993e-08,1.9203300816133758e+22,0.005361049681369129
111,508.705,133.32236842105263,3.342799199311744e-25,3.2115807252805966e-08,1.898251410153814e+22,0.0063454732939545585
111,514.55375,133.32236842105263,3.987585025009443e-25,3.807479286468421e-08,1.876674659551691e+22,0.007483399769243017
111,520.4024999999999,133.32236842105263,4.739434613461885e-25,4.4978344926763594e-08,1.8555829066968282e+22,0.008794413856147163
111,526.25125,133.32236842105263,5.613209737746691e-25,5.295014708381425e-08,1.8349599808120091e+22,0.01030001523266945
111,532.0999999999999,133.32236842105263,6.625416436502634e-25,6.212651860545383e-08,1.8147904221054239e+22,0.01202374229142483
111,537.94875,133.32236842105263,7.794337220181277e-25,7.265730763425986e-08,1.7950594431203639e+22,0.013991298629950927
111,543.7975,133.32236842105263,9.14016924524719e-25,8.470681307368266e-08,1.7757528925791234e+22,0.01623068197591044
111,549.64625,133.32236842105263,1.0685168400418742e-24,9.845473382553622e-08,1.7568572215352984e+22,0.01877231526759644
111,555.4949999999999,133.32236842105263,1.24537992308897e-24,1.1409714398763218e-07,1.7383594516643643e+22,0.0216491796021475
111,561.34375,133.32236842105263,1.447289060886156e-24,1.3184749253135056e-07,1.7202471455365735e+22,0.02489694875755718
111,567.1925,133.32236842105263,1.6771797041725105e-24,1.5193762589680197e-07,1.7025083787290836e+22,0.02855412498988065
111,573.04125,133.32236842105263,1.9382565492936218e-24,1.7461883186992958e-07,1.6851317136459127e+22,0.03266217580396574
111,578.89,133.32236842105263,2.234010757509363e-24,2.0016290304144483e-07,1.6681061749249356e+22,0.037265671394501015
111,584.73875,133.32236842105263,2.5682376960007362e-24,2.2886321809194974e-07,1.6514212263208071e+22,0.0424124224541286
111,590.5875,133.32236842105263,2.9450551836686243e-24,2.610358391008534e-07,1.6350667489614932e+22,0.04815361804673251
111,596.43625,133.32236842105263,3.3689222235216295e-24,2.97020623038674e-07,1.6190330208841196e+22,0.05454396324671869
111,602.285,133.32236842105263,3.8446582022469786e-24,3.371823455727751e-07,1.6033106977631783e+22,0.0616418162490553
111,608.13375,133.32236842105263,4.3774625364510194e-24,3.8191183529538384e-07,1.587890794750819e+22,0.06950932465997145
111,613.9825,133.32236842105263,4.97293474404467e-24,4.3162711646952177e-07,1.5727646693550648e+22,0.07821256068441729
111,619.83125,133.32236842105263,5.6370949183354126e-24,4.867745583829825e-07,1.5579240052874002e+22,0.08782165493358356
111,625.68,133.32236842105263,6.3764045815718196e-24,5.47830029402412e-07,1.5433607972163022e+22,0.09841092858388364
111,631.52875,133.32236842105263,7.197787893967274e-24,6.153000538284244e-07,1.5290673363679736e+22,0.11005902362770187
111,637.3775,133.32236842105263,8.108653193607029e-24,6.897229696682466e-07,1.5150361969198721e+22,0.12284903096584569
111,643.2262499999999,133.32236842105263,9.116914842114507e-24,7.716700854641503e-07,1.5012602231365652e+22,0.13686861610189888
111,649.075,133.32236842105263,1.023101535051791e-23,8.617468343435881e-07,1.4877325172010874e+22,0.15221014220948978
111,654.9237499999999,133.32236842105263,1.1459947759411735e-23,9.605939234898328e-07,1.4744464276983327e+22,0.16897079035474144
111,660.7725,133.32236842105263,1.2813278247252826e-23,1.068888477270116e-06,1.461395538710064e+22,0.18725267666785989
111,666.6212499999999,133.32236842105263,1.430116894045543e-23,1.1873451723006097e-06,1.4485736594839964e+22,0.20716296626974387
111,672.47,133.32236842105263,1.5934400898861163e-23,1.3167173627745126e-06,1.4359748146419854e+22,0.22881398377173245
111,678.3187499999999,133.32236842105263,1.7724397250144372e-23,1.457798194429737e-06,1.4235932348947982e+22,0.25232332017893494
111,684.1675,133.32236842105263,1.9683246446777672e-23,1.6114217055867114e-06,1.4114233482331386e+22,0.2778139360400897
111,690.0162499999999,133.32236842105263,2.1823725619311192e-23,1.7784639137432255e-06,1.3994597715666784e+22,0.30541426069935107
111,695.865,133.32236842105263,2.415932399992236e-23,1.9598438862728577e-06,1.3876973027847295e+22,0.3352582875179464
111,701.7137499999999,133.32236842105263,2.670426639044922e-23,2.156524793834481e-06,1.3761309132139652e+22,0.36748566494597884
111,707.5625,133.32236842105263,2.94735366494488e-23,2.369514945164238e-06,1.3647557404502018e+22,0.4022417833370466
111,713.41125,133.32236842105263,3.2482901173188137e-23,2.5998688019853086e-06,1.353567081542793e+22,0.43967785741035237
111,719.26,133.32236842105263,3.5748932345912656e-23,2.848687972837547e-06,1.3425603865115479e+22,0.47995100427703674
111,725.10875,133.32236842105263,3.928903193520142e-23,3.1171221846950475e-06,1.331731252177409e+22,0.5232243169590399
111,730.9575,133.32236842105263,4.3121454408740176e-23,3.4063702313074414e-06,1.3210754162893135e+22,0.5696669333402709
111,736.80625,133.32236842105263,4.72653301493997e-23,3.7176808972682643e-06,1.3105887519307769e+22,0.6194541005009787
111,742.655,133.32236842105263,5.1740688546094145e-23,4.052353856881072e-06,1.300267262190783e+22,0.6727672343969584
111,748.50375,133.32236842105263,5.656848093852163e-23,4.411740546961691e-06,1.2901070750845216e+22,0.7297939748557066
111,754.3525,133.32236842105263,6.177060339454021e-23,4.79724501278188e-06,1.2801044387104119e+22,0.7907282358717136
111,760.20125,133.32236842105263,6.736991929960488e-23,5.2103247264257535e-06,1.2702557166306895e+22,0.8557702511927131
111,766.05,133.32236842105263,7.33902817383965e-23,5.652491376896393e-06,1.2605573834636068e+22,0.9251266151981002
111,771.89875,133.32236842105263,7.985655564948145e-23,6.125311631373884e-06,1.2510060206760225e+22,0.9990103190795113
111,777.7475,133.32236842105263,8.679463973457878e-23,6.630407867090006e-06,1.241598312565834e+22,1.0776407823421248
111,783.5962499999999,133.32236842105263,9.423148810475576e-23,7.169458873346795e-06,1.2323310424243302e+22,1.1612438796532953
111,789.4449999999999,133.32236842105263,1.0219513164661879e-22,7.744200523266356e-06,1.2232010888691371e+22,1.2500519630726892
111,795.29375,133.32236842105263,1.1071469909233813e-22,8.356426414919351e-06,1.2142054223389733e+22,1.3443038797054476
111,801.1424999999999,133.32236842105263,1.198204377781021e-22,9.007988481536392e-06,1.2053411017419448e+22,1.4442449848265972
111,806.99125,133.32236842105263,1.295437340763705e-22,9.700797570563106e-06,1.1966052712495901e+22,1.550127150531401
111,812.8399999999999,133.32236842105263,1.3991713348805518e-22,1.0436823991372882e-05,1.187995157229339e+22,1.6622087699722055
111,818.6887499999999,133.32236842105263,1.509743603815363e-22,1.1218098031504797e-05,1.1795080653084532e+22,1.7807547572480706
111,824.5375,133.32236842105263,1.6275033736616719e-22,1.2046710441343236e-05,1.1711413775629317e+22,1.9060365430184492
111,830.38625,133.32236842105263,1.7528120428869238e-22,1.2924812887205434e-05,1.162892549825212e+22,2.0383320659171136
111,836.235,133.32236842105263,1.8860433684174568e-22,1.3854618372849155e-05,1.154759109104852e+22,2.1779257598468567
111,842.08375,133.32236842105263,2.0275836477433144e-22,1.483840162945701e-05,1.146738651116704e+22,2.325108537239455
111,847.9325,133.32236842105263,2.177831896949315e-22,1.5878499474197255e-05,1.1388288379113857e+22,2.480177768369137
111,853.78125,133.32236842105263,2.33720002458595e-22,1.69773111375012e-05,1.131027395603143e+22,2.6434372568110485
111,859.63,133.32236842105263,2.506113001300719e-22,1.813729855923575e-05,1.1233321121904725e+22,2.8151972111391412
111,865.47875,133.32236842105263,2.685009025157472e-22,1.9360986653986696e-05,1.1157408354651062e+22,2.9957742129605482
111,871.3275,133.32236842105263,2.87433968257814e-22,2.0650963545703112e-05,1.1082514710052144e+22,3.185491181385885
111,877.17625,133.32236842105263,3.0745701048477907e-22,2.2009880771985668e-05,1.1008619802488906e+22,3.384677334036778
111,883.025,133.32236842105263,3.286179120130528e-22,2.344045345833314e-05,1.0935703786442012e+22,3.5936681446938095
111,888.87375,133.32236842105263,3.509659400949911e-22,2.4945460462689553e-05,1.086374733872269e+22,3.812805297689267
111,894.7225,133.32236842105263,3.745517607093924e-22,2.6527744490662978e-05,1.0792731641400502e+22,4.042436639150528
111,900.57125,133.32236842105263,3.994274523910226e-22,2.81902121818107e-05,1.0722638365396363e+22,4.282916125200508
111,906.42,133.32236842105263,4.256465195963424e-22,2.9935834167410446e-05,1.0653449654710796e+22,4.534603767222506
111,912.26875,133.32236842105263,4.532639056031602e-22,3.176764510015882e-05,1.0585148111258835e+22,4.797865574297094
111,918.1175,133.32236842105263,4.823360049424728e-22,3.368874365625791e-05,1.0517716780284614e+22,5.073073492918889
111,923.96625,133.32236842105263,5.129206753612903e-22,3.570229251037025e-05,1.0451139136329882e+22,5.360605344101135
111,929.8149999999999,133.32236842105263,5.450772493157317e-22,3.781151828393885e-05,1.0385399069732107e+22,5.660844757975736
111,935.6637499999999,133.32236842105263,5.788665449941765e-22,4.001971146738481e-05,1.0320480873628972e+22,5.974181105996083
111,941.5124999999999,133.32236842105263,6.14350876870719e-22,4.2330226316708974e-05,1.025636923144723e+22,6.301009430849468
111,947.3612499999999,133.32236842105263,6.51594065789612e-22,4.4746480725036026e-05,1.019304920485502e+22,6.641730374185055
111,953.2099999999999,133.32236842105263,6.906614485818341e-22,4.727195606965178e-05,1.013050622215772e+22,6.996750102262735
111,959.0587499999999,133.32236842105263,7.316198872153084e-22,4.9910197035093036e-05,1.0068726067118368e+22,7.366480229626977
111,964.9074999999999,133.32236842105263,7.7453777748070225e-22,5.2664811412858686e-05,1.0007694868184731e+22,7.7513377409088315
111,970.7562499999999,133.32236842105263,8.194850572151131e-22,5.553946987831809e-05,9.947399088105752e+21,8.151744910857905
111,976.605,133.32236842105263,8.66533214066297e-22,5.853790574539834e-05,9.887825513921143e+21,8.568129222704824
111,982.45375,133.32236842105263,9.157552928004295e-22,6.16639146996371e-05,9.828961247308546e+21,9.000923284953112
111,988.3025,133.32236842105263,9.67225902156747e-22,6.492135451019377e-05,9.77079369527342e+21,9.450564746698289
111,994.15125,133.32236842105263,1.0210212212526567e-21,6.831414472141021e-05,9.713310561167588e+21,9.91749621156966
111,1000.0,133.32236842105263,1.0772190055432522e-21,7.184626632451907e-05,9.656499836022958e+21,10.402165150389228
