step,energy_eV,relative_to_start_eV
248,-183.81707659270714,-7.999598723429642
249,-183.81845658518057,-8.000978715903074
250,-183.82011224844013,-8.002634379162629
251,-183.8218703164566,-8.0043924471791
252,-183.8219915109529,-8.004513641675402
253,-183.82454953090595,-8.007071661628459
254,-183.8225339456246,-8.005056076347103
255,-183.82363208965674,-8.006154220379244
256,-183.82466478666112,-8.00718691738362
257,-183.82464274734374,-8.007164878066249
258,-183.82467162746352,-8.00719375818602
259,-183.82472311612227,-8.007245246844775
260,-183.82478623800873,-8.00730836873123
261,-183.82484817227854,-8.00737030300104
262,-183.82489794533882,-8.007420076061322
263,-183.82493056825288,-8.007452698975385
264,-183.82495022520817,-8.007472355930673
265,-183.82496986546727,-8.00749199618977
266,-183.82500431450367,-8.007526445226176
267,-183.82506760803318,-8.007589738755684
268,-183.82516431007627,-8.007686440798778
269,-183.8252827365702,-8.007804867292691
270,-183.8254015394247,-8.007923670147193
271,-183.82552125364637,-8.008043384368875
272,-183.82568109632297,-8.00820322704547
273,-183.82590984287071,-8.008431973593218
274,-183.8261766895164,-8.008698820238891
275,-183.82646857989752,-8.008990710620026
276,-183.8268631307712,-8.00938526149369
277,-183.82734139901916,-8.009863529741665
278,-183.82790684015646,-8.010428970878962
279,-183.8286386472955,-8.011160778017995
280,-183.82951134080648,-8.01203347152898
281,-183.83060828702267,-8.013130417745174
282,-183.83198885749914,-8.014510988221645
283,-183.83370988724772,-8.016232017970225
284,-183.8358398632435,-8.01836199396601
285,-183.83816680326376,-8.020688933986264
286,-183.83821950413923,-8.020741634861736
287,-183.84215451269486,-8.024676643417365
288,-183.83902506032618,-8.021547191048683
289,-183.84079745125675,-8.023319581979251
290,-183.842402545791,-8.024924676513507
291,-183.84229546315973,-8.024817593882233
292,-183.84234826333375,-8.02487039405625
293,-183.84244226276354,-8.024964393486044
294,-183.84255713135005,-8.025079262072552
295,-183.8426690758667,-8.025191206589199
296,-183.84275771412163,-8.025279844844135
297,-183.8428139280981,-8.025336058820614
298,-183.8428460233367,-8.025368154059208
299,-183.84287819663115,-8.025400327353651
300,-183.84293812542694,-8.025460256149444
