time_s,cycle,phase,events,coverage,net_removed_nm
10.85,2,remove,612,0.40625,0.13493750000000002
11.024999999999999,2,remove,616,0.390625,0.1370625
11.2,2,remove,620,0.375,0.13918750000000002
11.375,2,remove,629,0.33984375,0.14396875
11.549999999999999,2,remove,640,0.296875,0.14981250000000002
11.725,2,remove,646,0.2734375,0.15300000000000002
11.899999999999999,2,remove,651,0.25390625,0.15565625000000002
12.075,2,remove,659,0.22265625,0.15990625
12.25,2,remove,665,0.19921875,0.16309375
12.424999999999999,2,remove,668,0.1875,0.16468750000000001
12.6,2,remove,668,0.1875,0.16468750000000001
12.774999999999999,2,remove,673,0.16796875,0.16734375
12.95,2,remove,677,0.15234375,0.16946875
13.125,2,remove,680,0.140625,0.1710625
13.299999999999999,2,remove,684,0.125,0.17318750000000002
13.475,2,remove,684,0.125,0.17318750000000002
13.649999999999999,2,purge,684,0.125,0.17318750000000002
13.825,2,purge,684,0.125,0.17318750000000002
14.0,3,modify,684,0.125,0.17318750000000002
14.174999999999999,3,modify,705,0.20703125,0.17318750000000002
14.35,3,modify,727,0.29296875,0.17318750000000002
14.524999999999999,3,modify,748,0.375,0.17318750000000002
14.7,3,modify,764,0.4375,0.17318750000000002
14.874999999999998,3,modify,770,0.4609375,0.17318750000000002
15.049999999999999,3,modify,787,0.52734375,0.17318750000000002
15.225,3,modify,806,0.6015625,0.17318750000000002
15.399999999999999,3,modify,816,0.640625,0.17318750000000002
15.575,3,modify,831,0.69921875,0.17318750000000002
15.749999999999998,3,modify,841,0.73828125,0.17318750000000002
15.924999999999999,3,modify,845,0.75390625,0.17318750000000002
16.099999999999998,3,purge,847,0.76171875,0.17318750000000002
16.275,3,purge,847,0.76171875,0.17318750000000002
16.45,3,purge,847,0.76171875,0.17318750000000002
16.625,3,remove,858,0.71875,0.17903125
16.799999999999997,3,remove,872,0.6640625,0.18646875000000002
16.974999999999998,3,remove,888,0.6015625,0.19496875000000002
17.15,3,remove,900,0.5546875,0.20134375000000002
17.325,3,remove,911,0.51171875,0.20718750000000002
17.5,3,remove,919,0.48046875,0.21143750000000003
17.674999999999997,3,remove,932,0.4296875,0.21834375
17.849999999999998,3,remove,945,0.37890625,0.22525
18.025,3,remove,952,0.3515625,0.22896875000000003
18.2,3,remove,958,0.328125,0.23215625
18.375,3,remove,966,0.296875,0.23640625
18.549999999999997,3,remove,973,0.26953125,0.240125
18.724999999999998,3,remove,979,0.24609375,0.24331250000000001
18.9,3,remove,984,0.2265625,0.24596875
19.075,3,remove,988,0.2109375,0.24809375000000003
19.25,3,remove,994,0.1875,0.25128125
19.424999999999997,3,remove,995,0.18359375,0.2518125
19.599999999999998,3,remove,997,0.17578125,0.252875
19.775,3,remove,999,0.16796875,0.25393750000000004
19.95,3,remove,1004,0.1484375,0.25659375
20.125,3,remove,1010,0.125,0.25978125
20.299999999999997,3,remove,1012,0.1171875,0.26084375000000004
20.474999999999998,3,remove,1014,0.109375,0.26190625
20.65,3,purge,1015,0.10546875,0.26243750000000005
20.825,3,purge,1015,0.10546875,0.26243750000000005
21.0,3,purge,1015,0.10546875,0.26243750000000005
